year,date,category,country,city,event,line
"1980","20 января- суббота а","ussr","СССР","Заречье","departure","Л.И. выехал из «Завидово» в 12.l.Q, в 133!! прибыл на дачу в «Заречье»."
"1980","23 января -","ussr","СССР","Заречье","departure","В 18.00 Л.И. уехал на дачу в «Заречье»."
"1980","25 января -","ussr","СССР","Завидово","departure","В 10;шч. Л.И. выехал в Завидово."
"1980","28 января -","ussr","СССР","Заречье","departure","В 19.1 О Л.И. уехал на дачу в «Заречье>>."
"1980","1 февраля 1980 г. -","ussr","СССР","Завидово","stay","Л.И. находился в «Завидово»."
"1980","6 февраля -","ussr","СССР","Заречье","stay","В 19lli! Л. И. возвратился на дачу в Заречье."
"1980","7 февраля -","ussr","СССР","Завидово","departure","В 12.il! выехал в Завидово."
"1980","10 февраля- воскресенье","ussr","СССР","Заречье","departure","Из «Завидово» Л. И. выехал в 1200, в 1ЗJ!! прибыл на дачу в «Заречье>>."
"1980","15 февраля -","ussr","СССР","Завидово","stay","Л. И. находился в «Завидово»."
"1980","18 февраля -","ussr","СССР","Заречье","departure","Уехал Jl.И. в 1 9J!! в Заречье."
"1980","23 февраля -","ussr","СССР","Завидово","departure","В 101llч. выехал в «Завидово»."
"1980","25 февраля -","ussr","СССР","Завидово","stay","Л.И. находился в «Завидово>>."
"1980","27 февраля -","ussr","СССР","Заречье","departure","Уехал Л.И. в Заречье в 2()2!1."
"1980","29 февраля -","ussr","СССР","Завидово","departure","В 1Q3liЛ.И. сдачи выехал в «Завидово»."
"1980","3 марта -","ussr","СССР","Заречье","departure","Уехал Л.И. в 1900 на дачу в <<Заречье»."
"1980","16 марта -","ussr","СССР","Завидово","departure","В 10 ч. 20 мин. выехал в Завндово н в 11 ч. 40 мин. прибыл на место."
"1980","18 марта 1980 r.- вторник","ussr","СССР","Заречье","departure","Уехал Л.И. в 18iii на стадион в Лужникн, в 21 ~,.; Л.И. прибыл на дачу в Заречье."
"1980","20 марта -","ussr","СССР","Завидово","departure","В 12.1.5Л.И. выехал в «Завидово»."
"1980","23 марта- воскресенье","ussr","СССР","Заречье","departure","Л.И. в 1 ().3!! выехал из Завидово и в 1200 прибыл на дачу в Заречье."
"1980","29 марта -","ussr","СССР","Заречье","stay","Л.И. находился на даче «Заречье б»."
"1980","4 апреля -","ussr","СССР","Завидово","departure","Л.И. в 11.25 выехал с дачи в «Завидово», куда прибыл в 12.50."
"1980","6 апреля- воскресенье","ussr","СССР","Заречье","departure","В 11.20- Л.И. прибыл на дачу в «Заречье>>."
"1980","8 апреля -","ussr","СССР","Сочи","departure","В 1 ОЮ Л. И. с дачи выехал в аэропорт « Внуково-11 » и в 11 !J3 вылетел в г. Сочи."
"1980","28 апреля -","ussr","СССР","Сочи","stay","Л.И. - находился в nути из Сочи в Москву."
"1980","2 мая -","ussr","СССР","Завидово","departure","В 11.1 О Л.И. - выехал в Завидово, куда nрибыл в 12.05."
"1980","5 мая -","ussr","СССР","Заречье","departure","Уехал Л.И. в 18J!! в Заречье, на дачу."
"1980","7 мая- среда","foreign","Югославия","Белград","departure","В 14111 вылетел в г. Белград на похороны И.Б. Тито."
"1980","8 мая -","ussr","СССР","Заречье","departure","В 21.50 Л.И. прибыл на дачу в Заречье."
"1980","9 мая -","ussr","СССР","Завидово","departure","В JJ.Ш из аэропорта Л.И. выехал в «Завидово»."
"1980","11 мая- воскресенье","ussr","СССР","Заречье","departure","В 1 еР' выехал в Москву и в 12li1 прибыл на дачу в «Заречье». r Бровин"
"1980","12 мая -","ussr","СССР","Заречье","stay","В 2Q!IO Л.И. возвратился на дачу в «Заречье»."
"1980","13 мая -","foreign","Польша","Варшава","departure","В 17.08 вылетел в Варшаву д.ля участия в совещани11 ПКК."
"1980","15 мая -","ussr","СССР","Заречье","departure","Варшавы в lб;ш в Москву. В аэропорт Внуково 2 прибыли в 18;;;;. На дачу в «Заречье» Л.И. приехал в 191li."
"1980","16 мая -","ussr","СССР","Завидово","departure","В 11.05 Л.И. выехал в «Завидово», куда прибыл в 12.25."
"1980","18 мая -","foreign","Польша","Варшава","departure","В 17 ч. 20 мин. Л.И. выехал в аэропорт Внуково-!!, а в 18.00 самолетом отбыл в Варшаву, куда прибыл в 20.00."
"1980","22 мая -","ussr","СССР","Завидово","departure","Уехал Л.И. 13 12!.Ш 13 «Завидово>>, туда прибыли в 13W."
"1980","26 мая -","ussr","СССР","Заречье","departure","Уехал Л.И. в 18J.!2 в Заречье."
"1980","30 мая -","ussr","СССР","Завидово","departure","В 12.05 Л.И. - выехал в <<Завидово», куда прибыл в 13.55. Переговорил по телефону с тов. Черненко К. У."
"1980","1 июня -","ussr","СССР","Заречье","departure","В 113.> выехал в Москву и в 12:ы Л.И. пр11был на дачу в <<Заречье»."
"1980","3 июня -","ussr","СССР","Заречье","stay","Л.И. находился на даче в «Заречье»."
"1980","7 июня -","ussr","СССР","Завидово","departure","В 11 00 Л.И. выехал с дачи в «Завидово» и в 12J!l прибыл на место."
"1980","8 июня -","ussr","СССР","Заречье","departure","Л.И. - из «Завидово» выехал в 11 оо, в 122.1 прибыл на дачу в «Заречье»."
"1980","13 июня -","ussr","СССР","Завидово","departure","Л.И. в 111.0 выехал из «ЗаречыР>- в «Завидово», туда нрибыл в 121!!."
"1980","18 июня- среда","ussr","СССР","Заречье","departure","Уехал Jl. И. на дачу в Заречt.е в 19:ill."
"1980","20 июня -","ussr","СССР","Завидово","departure","В 11Ш1ч. Л.И. выехал в «Завидово»."
"1980","23 июня -","ussr","СССР","Заречье","departure","Уехал Л.И. в Заречье на дачу в 212!1."
"1980","5 июля -","ussr","СССР","Симферополь","departure","В 12.00 прибыл в аэропорт Симферополь."
